"","total_rain1","total_rain2","total_rain3","total_rain4","total_rain5","total_rain6","total_rain7","total_rain8","total_rain9","total_rain10","total_rain11","total_rain12","total_rain13","total_rain14","total_rain15","total_rain16","total_rain17","total_rain18","total_rain19","total_rain20","total_rain21","total_rain22","total_rain23","total_rain24","total_rain25","total_rain26","total_rain27","total_rain28","total_rain29","total_rain30","total_rain31","total_rain32","total_rain33","total_rain34","total_rain35","total_rain36","total_rain37","total_rain38","total_rain39","total_rain40","total_rain41","total_rain42"
"32283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA
"32284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,16.5,6.6,3.3,NA,6.1
"32285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3
"32286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA
"32287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,11.7,NA,12,NA
"32291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA
"32293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA
"32294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,3.3,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA
"32295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"32296",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5.9,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA
"32299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA
"32305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA
"32306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"32307",NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,3.3
"32308",NA,17.1,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,4.4,25.2,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32309",NA,21.1,NA,NA,NA,13.2,11,NA,27.2,18.6,NA,NA,44.2,NA,21.6,17.1,19.8,27,22.1,34.6,19.1,27.5,NA,NA,NA,25.4,2.8,NA,NA,54.6,9.9,NA,8.9,19.3,NA,NA,58.7,31.5,NA,6.9,NA,18.8
"32310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"32311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA
"32314",NA,11.2,NA,NA,NA,4.4,9.9,NA,9.7,NA,NA,NA,10.4,NA,34.8,22.1,8.9,8.9,NA,15.3,5.4,12,NA,NA,NA,6.9,19.6,NA,NA,10.7,7.7,NA,NA,NA,NA,NA,8.4,20.9,21.4,10.4,24.2,NA
"32315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,16.8,2.6,NA,NA,NA,14.3,13.7,4.9,16.3,28
"32317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA
"32318",NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32319",NA,41.2,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,10.4,NA,4.9,11.7,16,14,NA,0.5,8.2,2.6,NA,NA,NA,5.6,NA,NA,NA,4.9,1,NA,2.3,5.6,NA,NA,4.1,11.7,5.4,4.6,18.8,0.5
"32320",NA,20.9,NA,NA,NA,13.2,26.2,NA,29.5,25.7,NA,NA,19.8,NA,15.8,8.9,36.6,29.5,3.3,3.3,19.1,10.7,NA,NA,NA,16.3,8.4,NA,NA,28.5,21.6,NA,17.3,29,NA,NA,21.6,11.2,NA,29.2,37.4,18.1
"32321",NA,3.6,NA,NA,NA,NA,6.6,NA,0.3,NA,NA,NA,1,NA,NA,NA,NA,NA,1.3,5.9,0.5,1.8,NA,NA,NA,1.8,0.3,NA,NA,0.5,NA,NA,4.1,NA,NA,NA,4.9,9.7,2.1,5.1,20.4,15.5
"32567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,NA,NA,NA,NA,3.8,NA,5.4,NA,2.6,NA,2.1,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA
"32568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA
"32569",NA,NA,NA,NA,NA,0.3,NA,NA,NA,5.9,NA,NA,NA,NA,3.3,10.2,5.9,7.1,4.4,4.6,NA,1.8,NA,NA,3.1,3.8,2.8,NA,9.2,NA,2.3,NA,4.4,4.4,NA,NA,NA,7.9,NA,17.6,39.7,3.1
"32570",NA,6.6,NA,NA,NA,11.2,NA,NA,12.5,7.9,NA,NA,4.1,NA,3.1,2.8,11.7,3.6,16.5,28.5,9.2,9.4,NA,NA,33.1,5.6,17.8,NA,27.2,3.8,12.2,NA,8.9,8.4,NA,NA,1.3,35.1,46.8,17.8,18.3,35.8
"32571",NA,1.8,NA,NA,NA,3.6,NA,NA,5.1,4.4,NA,NA,NA,NA,NA,NA,6.1,1.3,10.2,8.9,2.3,5.6,NA,NA,9.9,1,7.9,NA,4.1,NA,0.8,NA,NA,NA,NA,NA,2.3,2.1,9.7,3.3,NA,0.3
"32572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,6.4,NA,11.5
"32573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,22.4,NA
"32577",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,5.1,NA,11,15.5,7.7,4.6,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,8.4,7.1,8.2,NA,1.6,2.8,NA,NA,6.4,NA,NA,NA,NA,NA
"32578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.8,5.1,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,0.5,NA,7.9,NA,21.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA
"32580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.8,NA,NA,NA,0.5,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,0.8,5.1,1.3,4.4,14.5,2.1
"32584",NA,NA,NA,NA,NA,1.8,NA,NA,2.3,11.2,NA,NA,NA,NA,NA,NA,7.7,7.7,9.9,8.2,NA,NA,NA,NA,8.2,10.2,3.6,NA,4.6,NA,6.4,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA
"32586",NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,6.1,3.1,NA,3.6,NA,NA,1.8,0.5,2.8,NA,3.1,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32587",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.3,8.7,1.3,0.3,NA,4.1,NA,NA,NA,NA,0.8,NA,2.3,6.1,0.8,NA,NA,NA,NA,NA,NA,1.3,NA,1.3,33.6,3.8
"32589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA
"32590",NA,4.6,NA,NA,NA,2.6,NA,NA,2.1,1.3,NA,NA,7.7,NA,7.4,7.1,NA,NA,NA,NA,3.8,NA,NA,NA,NA,1.3,NA,NA,NA,15.8,NA,NA,6.9,NA,NA,NA,13,NA,NA,NA,NA,NA
"32591",NA,3.8,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,14.5,NA,18.1,22.4,0.3,1.3,6.4,4.6,NA,NA,NA,NA,5.6,NA,NA,NA,NA,0.3,NA,NA,16,7.4,NA,NA,1.8,4.9,NA,1,6.9,NA
"32592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,1.8,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,13.7,2.1,NA,13
"32594",NA,1.8,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,1,NA,3.3,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32595",NA,5.1,NA,NA,NA,4.4,NA,NA,4.6,NA,NA,NA,NA,NA,2.1,6.1,0.3,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,11,NA,NA,NA,0.8,NA,NA,NA,1,NA
"32596",NA,NA,NA,NA,NA,NA,7.4,NA,NA,7.1,NA,NA,2.1,NA,5.9,2.8,6.9,2.6,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,7.9,1,4.6,NA,5.9,5.1,NA,NA,2.1,20.1,NA,13.7,17.1,NA
"32597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,22.4,11.2,NA,9.7
"32601",NA,19.3,NA,NA,NA,17.3,4.4,NA,17.8,36.1,NA,NA,33.6,NA,67.3,65.6,8.4,NA,12.5,7.4,20.6,11.5,NA,NA,9.4,22.9,3.1,NA,11.5,38.1,4.6,NA,39.4,43.7,NA,NA,29.5,6.6,NA,7.1,33.6,NA
"32602",NA,NA,NA,NA,NA,17.6,0.5,NA,0.3,7.7,NA,NA,1.3,NA,NA,5.1,3.6,33.3,2.1,1.3,NA,2.6,NA,NA,NA,3.6,NA,NA,1.8,NA,NA,NA,7.1,6.1,NA,NA,NA,2.6,29.2,4.1,NA,18.1
"32603",NA,NA,NA,NA,NA,16.5,19.3,NA,17.6,5.1,NA,NA,9.2,NA,14.3,11.7,3.6,8.2,32.3,21.4,8.9,0.8,NA,NA,11.5,8.2,14,NA,3.3,7.4,1.6,NA,12.2,NA,NA,NA,7.7,10.4,27,14.5,19.8,12.2
"32604",NA,0.3,NA,NA,NA,7.7,1.3,NA,1.3,NA,NA,NA,NA,NA,4.6,3.8,1.3,2.6,2.1,4.4,NA,7.1,NA,NA,1.8,0.5,2.3,NA,NA,NA,3.8,NA,2.6,0.3,NA,NA,NA,4.6,NA,NA,NA,18.1
"32606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA
"32608",NA,0.5,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32609",NA,NA,NA,NA,NA,0.3,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,3.1,NA
"32610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA
"32612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.6
"32617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32628",NA,14.3,NA,NA,NA,5.4,NA,NA,2.8,NA,NA,NA,NA,NA,0.3,NA,0.5,2.1,4.9,1.8,7.9,0.8,NA,NA,NA,1,NA,NA,0.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"32630",NA,21.9,NA,NA,NA,8.4,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,7.4,11.7,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32632",NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,4.1
"32635",NA,2.1,NA,NA,NA,2.6,NA,NA,NA,1.6,NA,NA,NA,NA,16.3,NA,NA,1.6,NA,NA,1.6,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,6.4,4.4,NA,6.9,NA,NA
"32636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"32640",NA,1,NA,NA,NA,2.1,NA,NA,0.3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA
"32643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,4.4
"32646",NA,4.9,NA,NA,NA,NA,7.9,NA,14.3,3.8,NA,NA,NA,NA,12.7,8.9,5.1,8.9,7.1,1,0.3,13,NA,NA,NA,5.9,0.8,NA,5.1,NA,3.8,NA,4.9,2.1,NA,NA,NA,3.8,NA,8.2,NA,NA
"32647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.6,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32650",NA,0.8,NA,NA,NA,0.8,3.1,NA,NA,NA,NA,NA,NA,NA,20.4,15.8,15.8,3.8,NA,0.5,11.7,2.1,NA,NA,NA,19.1,6.1,NA,16.3,NA,7.4,NA,5.9,1.3,NA,NA,NA,NA,NA,0.3,NA,NA
"32651",NA,NA,NA,NA,NA,NA,5.4,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,2.3,39.7,14.3,0.8,NA,3.1
"32652",NA,13.2,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,4.1,0.3,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32653",NA,27.2,NA,NA,NA,24.9,NA,NA,31.3,5.6,NA,NA,NA,NA,21.1,25.2,1.8,26.7,23.9,30.3,25.9,21.9,NA,NA,NA,27.7,3.1,NA,6.1,NA,4.1,NA,18.8,3.6,NA,NA,39.9,NA,3.3,NA,4.4,NA
"32654",NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA
"32655",NA,3.1,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA
"32656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,1,NA,1
"32657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"32658",NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
"32659",NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
"32660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.8,NA,1.3
"32661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,2.3
"32662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32663",NA,2.8,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,6.4,NA,17.8,18.1,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.6,NA,NA,NA,9.4,NA,NA,6.4,2.1,NA,NA,11,NA,NA,NA,NA,NA
"32664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,2.3,NA,NA,NA,NA,NA
"32668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,3.8,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA
"32670",NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA
"32674",NA,1.6,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,4.1,NA,0.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.3,NA,NA,0.3
"32675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,3.6
"32676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA
"32677",NA,1.6,NA,NA,NA,0.5,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,1.3,NA,NA,NA,1.3,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
"32678",NA,NA,NA,NA,NA,2.1,21.1,NA,2.3,8.9,NA,NA,4.6,NA,NA,NA,12.5,3.6,1.8,5.6,0.5,5.9,NA,NA,NA,4.9,15,NA,NA,0.5,6.4,NA,1.8,NA,NA,NA,3.3,24.4,26.7,30.8,22.9,11.2
"32679",NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.8,NA,20.6
"32681",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,2.8,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,0.3,NA,NA,NA,1.8,NA,NA,NA,NA,NA
"32682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"32683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA
"32684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA
"32685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32686",NA,12.5,NA,NA,NA,7.7,NA,NA,8.2,NA,NA,NA,11.5,NA,17.1,18.6,4.6,6.4,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,8.9,1,NA,21.9,27.5,NA,NA,20.9,NA,NA,NA,NA,NA
